dataset,n,m,metodo,tiempo,costo,tp
grafo-euleriano,42,861.0,TABU_ESTRUCTURA 160 25 300,19.4101,21962,TSP_AGM
grafo-euleriano,45,990.0,TABU_CICLOS 160 25 300,53.8709,14061,TSP_AGM
grafo-euleriano,45,990.0,TABU_ESTRUCTURA 160 25 300,19.2295,14097,TSP_AGM
grafo-euleriano,48,1128.0,TABU_CICLOS 160 25 300,61.5502,19516,TSP_AGM
grafo-euleriano,48,1128.0,TABU_ESTRUCTURA 160 25 300,24.0764,19656,TSP_AGM
grafo-euleriano,51,1275.0,TABU_CICLOS 160 25 300,70.4985,23462,TSP_AGM
grafo-euleriano,51,1275.0,TABU_ESTRUCTURA 160 25 300,28.2197,23515,TSP_AGM
grafo-euleriano,54,1431.0,TABU_CICLOS 160 25 300,79.5069,18873,TSP_AGM
grafo-euleriano,54,1431.0,TABU_ESTRUCTURA 160 25 300,30.2717,19009,TSP_AGM
grafo-euleriano,57,1596.0,TABU_CICLOS 160 25 300,84.9909,27551,TSP_AGM
grafo-euleriano,57,1596.0,TABU_ESTRUCTURA 160 25 300,33.194,27673,TSP_AGM
grafo-euleriano,60,1770.0,TABU_CICLOS 160 25 300,93.5673,24648,TSP_AGM
grafo-euleriano,60,1770.0,TABU_ESTRUCTURA 160 25 300,36.1594,24762,TSP_AGM
grafo-euleriano,63,1953.0,TABU_CICLOS 160 25 300,105.951,32642,TSP_AGM
grafo-euleriano,63,1953.0,TABU_ESTRUCTURA 160 25 300,40.2136,32604,TSP_AGM
grafo-euleriano,66,2145.0,TABU_CICLOS 160 25 300,117.57,19573,TSP_AGM
grafo-euleriano,66,2145.0,TABU_ESTRUCTURA 160 25 300,42.6505,19658,TSP_AGM
grafo-euleriano,69,2346.0,TABU_CICLOS 160 25 300,129.135,32352,TSP_AGM
grafo-euleriano,69,2346.0,TABU_ESTRUCTURA 160 25 300,47.6161,32473,TSP_AGM
grafo-euleriano,72,2556.0,TABU_CICLOS 160 25 300,161.381,24625,TSP_AGM
grafo-euleriano,72,2556.0,TABU_ESTRUCTURA 160 25 300,50.8885,24674,TSP_AGM
grafo-euleriano,75,2775.0,TABU_CICLOS 160 25 300,145.427,37778,TSP_AGM
grafo-euleriano,75,2775.0,TABU_ESTRUCTURA 160 25 300,53.9606,37850,TSP_AGM
grafo-euleriano,78,3003.0,TABU_CICLOS 160 25 300,159.858,34699,TSP_AGM
grafo-euleriano,78,3003.0,TABU_ESTRUCTURA 160 25 300,58.3888,34727,TSP_AGM
grafo-euleriano,81,3240.0,TABU_CICLOS 160 25 300,175.46,39750,TSP_AGM
grafo-euleriano,81,3240.0,TABU_ESTRUCTURA 160 25 300,60.5818,39911,TSP_AGM
grafo-euleriano,84,3486.0,TABU_CICLOS 160 25 300,189.127,31104,TSP_AGM
grafo-euleriano,84,3486.0,TABU_ESTRUCTURA 160 25 300,65.6394,31135,TSP_AGM
grafo-euleriano,87,3741.0,TABU_CICLOS 160 25 300,209.117,33055,TSP_AGM
grafo-euleriano,87,3741.0,TABU_ESTRUCTURA 160 25 300,71.4622,33221,TSP_AGM
grafo-euleriano,90,4005.0,TABU_CICLOS 160 25 300,220.33,30377,TSP_AGM
grafo-euleriano,90,4005.0,TABU_ESTRUCTURA 160 25 300,74.5597,30456,TSP_AGM
grafo-euleriano,93,4278.0,TABU_CICLOS 160 25 300,232.533,46726,TSP_AGM
grafo-euleriano,93,4278.0,TABU_ESTRUCTURA 160 25 300,84.7903,46820,TSP_AGM
grafo-euleriano,96,4560.0,TABU_CICLOS 160 25 300,246.977,20575,TSP_AGM
grafo-euleriano,96,4560.0,TABU_ESTRUCTURA 160 25 300,87.1441,20615,TSP_AGM
grafo-euleriano,99,4851.0,TABU_CICLOS 160 25 300,271.483,22987,TSP_AGM
grafo-euleriano,99,4851.0,TABU_ESTRUCTURA 160 25 300,93.643,23011,TSP_AGM
grafo-euleriano,102,5151.0,TABU_CICLOS 160 25 300,301.958,30937,TSP_AGM
grafo-euleriano,102,5151.0,TABU_ESTRUCTURA 160 25 300,95.4401,30958,TSP_AGM
grafo-euleriano,105,5460.0,TABU_CICLOS 160 25 300,293.685,52408,TSP_AGM
grafo-euleriano,105,5460.0,TABU_ESTRUCTURA 160 25 300,102.325,52312,TSP_AGM
grafo-euleriano,108,5778.0,TABU_CICLOS 160 25 300,309.941,36034,TSP_AGM
grafo-euleriano,108,5778.0,TABU_ESTRUCTURA 160 25 300,108.494,36027,TSP_AGM
grafo-euleriano,111,6105.0,TABU_CICLOS 160 25 300,354.856,23529,TSP_AGM
grafo-euleriano,111,6105.0,TABU_ESTRUCTURA 160 25 300,109.946,23557,TSP_AGM
grafo-euleriano,114,6441.0,TABU_CICLOS 160 25 300,360.713,47632,TSP_AGM
grafo-euleriano,114,6441.0,TABU_ESTRUCTURA 160 25 300,116.868,47766,TSP_AGM
grafo-euleriano,117,6786.0,TABU_CICLOS 160 25 300,367.609,44657,TSP_AGM
grafo-euleriano,117,6786.0,TABU_ESTRUCTURA 160 25 300,121.479,44787,TSP_AGM
grafo-euleriano,120,7140.0,TABU_CICLOS 160 25 300,389.271,54166,TSP_AGM
grafo-euleriano,120,7140.0,TABU_ESTRUCTURA 160 25 300,129.066,54077,TSP_AGM
grafo-euleriano,123,7503.0,TABU_CICLOS 160 25 300,415.648,31621,TSP_AGM
grafo-euleriano,123,7503.0,TABU_ESTRUCTURA 160 25 300,133.523,31705,TSP_AGM
grafo-euleriano,126,7875.0,TABU_CICLOS 160 25 300,436.493,35341,TSP_AGM
grafo-euleriano,126,7875.0,TABU_ESTRUCTURA 160 25 300,139.221,35363,TSP_AGM
