dataset,n,m,metodo,tiempo,costo,tp
grafo-euleriano,111,6105.0,TABU_ESTRUCTURA 160 25 300,119.887,23661,TSP_INS
grafo-euleriano,114,6441.0,TABU_CICLOS 160 25 300,353.803,47783,TSP_INS
grafo-euleriano,114,6441.0,TABU_ESTRUCTURA 160 25 300,126.061,47779,TSP_INS
grafo-euleriano,117,6786.0,TABU_CICLOS 160 25 300,382.343,44754,TSP_INS
grafo-euleriano,117,6786.0,TABU_ESTRUCTURA 160 25 300,131.736,44782,TSP_INS
grafo-euleriano,120,7140.0,TABU_CICLOS 160 25 300,379.369,54088,TSP_INS
grafo-euleriano,120,7140.0,TABU_ESTRUCTURA 160 25 300,138.981,54529,TSP_INS
grafo-euleriano,123,7503.0,TABU_CICLOS 160 25 300,430.661,31750,TSP_INS
grafo-euleriano,123,7503.0,TABU_ESTRUCTURA 160 25 300,145.166,31868,TSP_INS
grafo-euleriano,126,7875.0,TABU_CICLOS 160 25 300,461.458,35331,TSP_INS
grafo-euleriano,126,7875.0,TABU_ESTRUCTURA 160 25 300,151.01,35469,TSP_INS
grafo-euleriano,129,8256.0,TABU_CICLOS 160 25 300,461.279,42330,TSP_INS
grafo-euleriano,129,8256.0,TABU_ESTRUCTURA 160 25 300,164.014,42390,TSP_INS
grafo-euleriano,132,8646.0,TABU_CICLOS 160 25 300,528.053,34881,TSP_INS
grafo-euleriano,132,8646.0,TABU_ESTRUCTURA 160 25 300,170.413,35042,TSP_INS
grafo-euleriano,135,9045.0,TABU_CICLOS 160 25 300,511.219,43438,TSP_INS
grafo-euleriano,135,9045.0,TABU_ESTRUCTURA 160 25 300,176.399,43637,TSP_INS
grafo-euleriano,138,9453.0,TABU_CICLOS 160 25 300,516.327,32516,TSP_INS
grafo-euleriano,138,9453.0,TABU_ESTRUCTURA 160 25 300,182.586,32671,TSP_INS
grafo-euleriano,141,9870.0,TABU_CICLOS 160 25 300,589.113,63460,TSP_INS
grafo-euleriano,141,9870.0,TABU_ESTRUCTURA 160 25 300,191.573,63664,TSP_INS
grafo-euleriano,144,10296.0,TABU_CICLOS 160 25 300,620.038,43440,TSP_INS
grafo-euleriano,144,10296.0,TABU_ESTRUCTURA 160 25 300,197.599,43538,TSP_INS
grafo-euleriano,147,10731.0,TABU_CICLOS 160 25 300,600.242,61547,TSP_INS
grafo-euleriano,147,10731.0,TABU_ESTRUCTURA 160 25 300,203.854,61793,TSP_INS
grafo-euleriano,150,11175.0,TABU_CICLOS 160 25 300,714.675,60591,TSP_INS
grafo-euleriano,150,11175.0,TABU_ESTRUCTURA 160 25 300,212.814,60969,TSP_INS
grafo-euleriano,153,11628.0,TABU_CICLOS 160 25 300,691.742,38110,TSP_INS
grafo-euleriano,153,11628.0,TABU_ESTRUCTURA 160 25 300,220.687,38287,TSP_INS
grafo-euleriano,156,12090.0,TABU_CICLOS 160 25 300,780.354,48093,TSP_INS
grafo-euleriano,156,12090.0,TABU_ESTRUCTURA 160 25 300,228.057,48335,TSP_INS
grafo-euleriano,159,12561.0,TABU_CICLOS 160 25 300,702.896,53478,TSP_INS
grafo-euleriano,159,12561.0,TABU_ESTRUCTURA 160 25 300,237.982,53845,TSP_INS
grafo-euleriano,162,13041.0,TABU_CICLOS 160 25 300,749.482,66599,TSP_INS
grafo-euleriano,162,13041.0,TABU_ESTRUCTURA 160 25 300,245.505,66993,TSP_INS
grafo-euleriano,165,13530.0,TABU_CICLOS 160 25 300,741.271,76312,TSP_INS
